Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
17160 laurel rd,Los gatos,Santa-Cruz-County,Ca,95033,1050000.0,4,0.0,3.0,2.0,1290.0,Single family residential,1930.0,Active
209 creekside ct,Scotts valley,Santa-Cruz-County,Ca,95066,2049880.0,25,46.0,5.0,4.5,3380.0,Single family residential,2022.0,Active
3718 purling brk,Soquel,Santa-Cruz-County,Ca,95073,1125000.0,19,8.0,2.0,1.0,651.0,Single family home,1955.0,Active
269 spreading oak dr,Scotts valley,Santa-Cruz-County,Ca,95066,1698888.0,2,8.0,4.0,3.0,2599.0,Single family home,1978.0,Active
309 california st,Watsonville,Santa-Cruz-County,Ca,95076,1195000.0,78,72.0,4.0,4.0,1848.0,Fourplex,1934.0,Active
918 3rd st unit e,Santa cruz,Santa-Cruz-County,Ca,95060,1129000.0,95,94.0,3.0,3.0,1911.0,Condo,1984.0,Active
835 blue ridge dr,Boulder creek,Santa-Cruz-County,Ca,95006,585000.0,8,18.0,2.0,1.0,870.0,Single family home,1946.0,Active
560 hidden valley rd,Soquel,Santa-Cruz-County,Ca,95073,2395000.0,0,7.0,5.0,4.0,4113.0,Single family home,1982.0,Active
1001 brommer st,Santa cruz,Santa-Cruz-County,Ca,95062,1399000.0,62,80.0,4.0,3.0,1488.0,Single family home,1994.0,Active
621 monterey ave,Capitola,Santa-Cruz-County,Ca,95010,1895000.0,55,68.0,6.0,2.5,2111.0,Single family home,1967.0,Active
725 paradiso ct,Soquel,Santa-Cruz-County,Ca,95073,1418000.0,33,40.0,3.0,2.0,1404.0,Single family home,1997.0,Active
1129 e cliff dr,Santa cruz,Santa-Cruz-County,Ca,95062,2693012.0,85,83.0,3.0,3.0,1723.0,Single family home,1942.0,Active
9 carita ct,Watsonville,Santa-Cruz-County,Ca,95076,535000.0,56,79.0,2.0,1.0,827.0,Single family home,1970.0,Active
515 2nd st unit 1a,Santa cruz,Santa-Cruz-County,Ca,95060,1990000.0,89,90.0,2.0,2.0,1923.0,Condo,1979.0,Active
889 buena vista dr,Watsonville,Santa-Cruz-County,Ca,95076,949999.0,5,6.0,3.0,2.5,1772.0,Single family home,1980.0,Active
419 polo ranch rd,Scotts valley,Santa-Cruz-County,Ca,95066,2048880.0,23,42.0,4.0,3.5,3329.0,Single family residential,2022.0,Active
225 view ct,Aptos,Santa-Cruz-County,Ca,95003,1500000.0,8,27.0,5.0,3.0,2452.0,Single family home,1972.0,Active
25040 highland way,Los gatos,Santa-Cruz-County,Ca,95033,825000.0,0,0.0,2.0,1.0,1055.0,Single family home,1957.0,Active
220 taylor rd,Ben lomond,Santa-Cruz-County,Ca,95005,759000.0,9,5.0,3.0,2.0,1716.0,Single family home,1948.0,Active
189 hughes rd,Watsonville,Santa-Cruz-County,Ca,95076,1950000.0,3,8.0,3.0,1.0,988.0,Single family home,1944.0,Active
8287 hermosa ave,Ben lomond,Santa-Cruz-County,Ca,95005,799000.0,27,15.0,2.0,1.0,1403.0,Single family home,1956.0,Active
381 hopkins gulch rd,Boulder creek,Santa-Cruz-County,Ca,95006,1350000.0,1,2.0,4.0,2.0,3520.0,Single family home,2019.0,Active
750 47th ave #22,Capitola,Santa-Cruz-County,Ca,95010,195000.0,76,82.0,2.0,1.0,725.0,Single-wide mobile home,2015.0,Active
101 shady oak way,Scotts valley,Santa-Cruz-County,Ca,95066,1999880.0,23,42.0,5.0,4.5,3380.0,Single family residential,2022.0,Active
204 vista prieta ct,Santa cruz,Santa-Cruz-County,Ca,95062,279000.0,59,94.0,1.0,1.0,600.0,Condo,1985.0,Active
450 fox run,Los gatos,Santa-Cruz-County,Ca,95033,1849000.0,0,4.0,4.0,2.0,2795.0,Single family home,1992.0,Active
10424 love creek rd,Ben lomond,Santa-Cruz-County,Ca,95005,1395000.0,5,2.0,3.0,2.0,1798.0,Single family home,1923.0,Active
18 sunset ter,Scotts valley,Santa-Cruz-County,Ca,95066,1249000.0,30,31.0,2.0,2.0,1081.0,Single family home,1957.0,Active
745 tabor dr,Scotts valley,Santa-Cruz-County,Ca,95066,1850000.0,8,20.0,3.0,3.0,2800.0,Single family home,1975.0,Active
55 paseo dr,Watsonville,Santa-Cruz-County,Ca,95076,835000.0,26,51.0,3.0,2.5,1871.0,Single family home,2004.0,Active
1130 larkin valley rd,La selva beach,Santa-Cruz-County,Ca,95076,2750000.0,0,9.0,2.0,2.5,3209.0,Single family home,1988.0,Active
201 miramar dr,Santa cruz,Santa-Cruz-County,Ca,95060,1475000.0,91,100.0,4.0,2.0,1353.0,Single family home,1925.0,Active
2880 el rancho dr,Santa cruz,Santa-Cruz-County,Ca,95060,1345000.0,26,29.0,4.0,2.5,1723.0,Single family home,2006.0,Active
526 grizzly flat rd,Watsonville,Santa-Cruz-County,Ca,95076,795000.0,0,9.0,1.0,1.0,1000.0,Single family home,1972.0,Active
3125 freedom blvd,Watsonville,Santa-Cruz-County,Ca,95076,1299000.0,24,26.0,5.0,3.5,2590.0,Multiple dwellings / structures,1946.0,Active
220 morgans run,Scotts valley,Santa-Cruz-County,Ca,95066,1299000.0,0,6.0,3.0,2.0,2141.0,Single family home,1986.0,Active
164 lorenzo ln,Boulder creek,Santa-Cruz-County,Ca,95006,420000.0,0,24.0,2.0,1.0,519.0,Single family home,1939.0,Active
125 pool dr unit a,Boulder creek,Santa-Cruz-County,Ca,95006,500000.0,15,23.0,2.0,1.5,800.0,Single family home,1933.0,Active
255 jupiter ter,Santa cruz,Santa-Cruz-County,Ca,95065,1550000.0,4,9.0,2.0,2.0,1522.0,Single family home,1978.0,Active
216 vista prieta ct,Santa cruz,Santa-Cruz-County,Ca,95062,387000.0,59,94.0,2.0,1.0,844.0,Condo,1985.0,Active
36310 - 36318 county road 18,Woodland,Yolo-County,Ca,95695,1875000.0,0,36.0,3.0,2.0,2328.0,Multi-family (2-4 unit),2019.0,Active
2487 torino st #2,West sacramento,Yolo-County,Ca,95691,365000.0,9,66.0,1.0,1.0,1185.0,Condo,2006.0,Active
3137 catalina island rd,West sacramento,Yolo-County,Ca,95691,650000.0,15,61.0,4.0,2.5,2632.0,Single family residential,2001.0,Active
225 maple ln,Winters,Yolo-County,Ca,95694,515000.0,52,60.0,3.0,1.5,1347.0,Single family residential,1999.0,Active
1637 truckee way,Woodland,Yolo-County,Ca,95695,519000.0,50,68.0,3.0,2.0,1234.0,Single family residential,1977.0,Active
511 marina cir,Davis,Yolo-County,Ca,95616,990000.0,42,90.0,4.0,2.0,2473.0,Single family residential,1972.0,Active
5610 marden dr,Davis,Yolo-County,Ca,95618,1289000.0,10,73.0,3.0,2.5,3120.0,Single family residential,2000.0,Active
2766 shoemaker ct,Woodland,Yolo-County,Ca,95776,485000.0,2,25.0,2.0,2.0,1192.0,Single family residential,2008.0,Active
5723 cowell blvd,Davis,Yolo-County,Ca,95618,1235000.0,6,73.0,4.0,2.5,2827.0,Single family residential,2000.0,Active
1704 bounds ln,Woodland,Yolo-County,Ca,95776,514990.0,24,44.0,4.0,3.0,2013.0,Single family residential,2023.0,Active
509 poplar ave,West sacramento,Yolo-County,Ca,95691,369900.0,59,63.0,2.0,1.0,765.0,Single family residential,1952.0,Active
245 quarter cir,Davis,Yolo-County,Ca,95618,200000.0,52,91.0,2.0,1.5,612.0,Mobile/manufactured home,1971.0,Active
1699 sandoval dr,Woodland,Yolo-County,Ca,95776,548758.0,47,66.0,3.0,2.0,1587.0,Single family residential,2023.0,Active
16690 county road 63,Brooks,Yolo-County,Ca,95606,1275000.0,0,41.0,3.0,3.0,2886.0,Single family residential,1968.0,Active
752 farrell st,Woodland,Yolo-County,Ca,95695,465000.0,73,81.0,3.0,2.0,1200.0,Single family residential,1972.0,Active
974 riverfront st,West sacramento,Yolo-County,Ca,95691,1095000.0,30,80.0,4.0,3.0,2567.0,Single family residential,2017.0,Active
912 beamer st,Woodland,Yolo-County,Ca,95695,409000.0,66,82.0,2.0,1.0,1245.0,Single family residential,1950.0,Active
4414 san ramon dr,Davis,Yolo-County,Ca,95618,949000.0,24,80.0,4.0,2.0,2210.0,Single family residential,1969.0,Active
522 - 524 j st,Davis,Yolo-County,Ca,95616,724000.0,94,100.0,4.0,2.0,1440.0,Multi-family (2-4 unit),1960.0,Active
425 dolores dr,Woodland,Yolo-County,Ca,95695,499000.0,28,48.0,4.0,2.0,1559.0,Single family residential,1978.0,Active
3283 kellys island rd,West sacramento,Yolo-County,Ca,95691,499000.0,24,61.0,3.0,2.0,1578.0,Single family residential,2001.0,Active
3067 benton st,West sacramento,Yolo-County,Ca,95691,597000.0,34,64.0,3.0,2.0,1906.0,Single family residence,2009.0,Active
1149 chapman st,Winters,Yolo-County,Ca,95694,692885.0,4,35.0,4.0,3.0,2320.0,Single family residential,2023.0,Active
644 knollwood dr,Woodland,Yolo-County,Ca,95695,359000.0,55,81.0,3.0,2.5,1507.0,Condo,1974.0,Active
913 piedmont dr,Sacramento,Yolo-County,Ca,95822,1097000.0,25,44.0,4.0,2.5,2316.0,Single family residential,1947.0,Active
4073 southampton,West sacramento,Yolo-County,Ca,95691,485000.0,0,36.0,3.0,2.5,1513.0,Single family residential,2019.0,Active
807 zaragoza st,Davis,Yolo-County,Ca,95618,895000.0,49,91.0,4.0,3.0,2036.0,Single family residential,1994.0,Active
736 hemenway st,Winters,Yolo-County,Ca,95694,699000.0,66,64.0,3.0,2.5,2083.0,Single family home,2020.0,Active
408 harley dr,Woodland,Yolo-County,Ca,95695,545000.0,47,79.0,4.0,2.0,1662.0,Single family residential,1965.0,Active
3303 san vicente rd,West sacramento,Yolo-County,Ca,95691,530000.0,1,36.0,4.0,3.0,2115.0,Single family residential,2006.0,Active
2306 cezanne ct,Davis,Yolo-County,Ca,95618,635000.0,66,95.0,2.0,2.0,1534.0,Single family residential,1979.0,Active
3309 falcon ct,West sacramento,Yolo-County,Ca,95691,478000.0,21,46.0,3.0,2.5,1477.0,Single family residential,2019.0,Active
1314 marina cir,Davis,Yolo-County,Ca,95616,679000.0,53,84.0,3.0,2.0,1180.0,Single family residential,1979.0,Active
4240 arroyo ave,Davis,Yolo-County,Ca,95618,829000.0,52,90.0,4.0,2.0,1790.0,Single family residential,1998.0,Active
3973 tule st,West sacramento,Yolo-County,Ca,95691,514888.0,1,38.0,4.0,2.5,2498.0,Single family residential,2006.0,Active
3855 tahoe st,West sacramento,Yolo-County,Ca,95691,990000.0,2,41.0,5.0,3.0,3445.0,Single family residential,2005.0,Active
1909 miekle ave,Woodland,Yolo-County,Ca,95776,725000.0,4,25.0,4.0,3.0,2827.0,Single family residential,2017.0,Active
3174 longspur ln,West sacramento,Yolo-County,Ca,95691,259000.0,19,44.0,3.0,2.5,1834.0,Single family residential,2022.0,Active
0 - 18 clanton ave,Woodland,Yolo-County,Ca,95695,545000.0,69,79.0,3.0,2.0,1809.0,Single family residential,1954.0,Active
1216 harley dr,Woodland,Yolo-County,Ca,95695,625000.0,30,74.0,4.0,2.0,2114.0,Single family residential,1967.0,Active
1734 matmor rd,Woodland,Yolo-County,Ca,95776,526990.0,25,34.0,4.0,3.0,2185.0,Single family residential,2023.0,Active
131 hedy ln #131,Davis,Yolo-County,Ca,95618,38000.0,52,88.0,2.0,1.0,720.0,Single-wide mobile home,1972.0,Active
1306 valley oak dr,Winters,Yolo-County,Ca,95694,821657.0,4,35.0,5.0,3.5,3153.0,Single family residential,2023.0,Active
1300 valley oak dr,Winters,Yolo-County,Ca,95694,796462.0,4,35.0,5.0,3.0,2833.0,Single family residential,2023.0,Active
846 atwell cir,Woodland,Yolo-County,Ca,95776,529990.0,55,46.0,4.0,2.0,1557.0,Single family residential,2003.0,Active
867 cordoza ct,Woodland,Yolo-County,Ca,95695,995000.0,53,67.0,5.0,3.0,2724.0,Single family residential,1989.0,Active
218 trophy ct,West sacramento,Yolo-County,Ca,95605,1229500.0,17,55.0,5.0,3.5,3761.0,Single family residential,2005.0,Active
617 cross st,Woodland,Yolo-County,Ca,95695,749900.0,75,75.0,3.0,2.0,2258.0,Single family residential,1935.0,Active
631 lost river ln,West sacramento,Yolo-County,Ca,95605,636525.0,34,64.0,4.0,3.0,2146.0,Single family residential,2023.0,Active
630 lost river ln,West sacramento,Yolo-County,Ca,95605,636525.0,34,64.0,4.0,3.0,2355.0,Single family residential,2023.0,Active
634 lost river ln,West sacramento,Yolo-County,Ca,95605,605575.0,34,64.0,3.0,2.5,1910.0,Single family residential,2023.0,Active
407 star city st,West sacramento,Yolo-County,Ca,95605,686770.0,34,64.0,5.0,3.0,2833.0,Single family residential,2023.0,Price change
410 star city st,West sacramento,Yolo-County,Ca,95605,637270.0,34,64.0,4.0,3.0,2091.0,Single family residential,2023.0,Price change
408 star city st,West sacramento,Yolo-County,Ca,95605,659770.0,34,64.0,5.0,3.0,2375.0,Single family residential,2023.0,Price change
409 star city st,West sacramento,Yolo-County,Ca,95605,657270.0,34,64.0,5.0,3.0,2375.0,Single family residential,2023.0,Price change
44017 county road 17,Woodland,Yolo-County,Ca,95776,1275000.0,0,27.0,5.0,4.0,2849.0,Single family residential,2001.0,Active
3560 lewiston rd,West sacramento,Yolo-County,Ca,95691,899000.0,3,46.0,5.0,3.5,3968.0,Single family residential,2004.0,Active
209 mckays point pl,West sacramento,Yolo-County,Ca,95605,915000.0,20,51.0,3.0,3.5,2637.0,Single family residential,2023.0,Active
700 water st,West sacramento,Yolo-County,Ca,95605,775000.0,50,48.0,4.0,4.0,2535.0,Multi-family (2-4 unit),1928.0,Active
1518 pole line rd,Davis,Yolo-County,Ca,95618,679900.0,72,94.0,3.0,2.0,1336.0,Single family residential,1961.0,Active
2218 amador ave,Davis,Yolo-County,Ca,95616,1198888.0,50,91.0,3.0,2.5,2067.0,Single family home,1977.0,Active
1736 henigan dr,Woodland,Yolo-County,Ca,95776,582792.0,25,34.0,4.0,2.0,1772.0,Single family residential,2023.0,Active
1740 henigan dr,Woodland,Yolo-County,Ca,95776,589222.0,25,34.0,4.0,2.0,1951.0,Single family residential,2023.0,Active
1551 mcclure st,Woodland,Yolo-County,Ca,95776,718921.0,25,34.0,4.0,3.0,2394.0,Single family residential,2023.0,Active
1732 henigan dr,Woodland,Yolo-County,Ca,95776,639429.0,25,34.0,4.0,3.0,2410.0,Single family residential,2023.0,Active
3301 falcon ct,West sacramento,Yolo-County,Ca,95691,575000.0,21,46.0,3.0,2.5,1683.0,Single family residential,2019.0,Active
302 w southwood dr,Woodland,Yolo-County,Ca,95695,775000.0,48,79.0,4.0,3.0,2800.0,Single family residential,1970.0,Active
22 outer cir,Davis,Yolo-County,Ca,95618,185000.0,60,92.0,2.0,2.0,800.0,Mobile/manufactured home,1973.0,Active
7150 pocket rd,Sacramento,Yolo-County,Ca,95831,1600000.0,6,41.0,4.0,2.0,1412.0,Single family residential,1881.0,Active
3299 owl ct,West sacramento,Yolo-County,Ca,95691,492000.0,18,49.0,3.0,2.5,1477.0,Single family residential,2018.0,Active
1057 greene ter,Davis,Yolo-County,Ca,95618,520000.0,64,90.0,3.0,3.0,1384.0,Townhouse,1994.0,Active
2650 highland dr,West sacramento,Yolo-County,Ca,95691,650000.0,48,72.0,4.0,3.0,2312.0,Single family residential,2005.0,Active
19 outer cir,Davis,Yolo-County,Ca,95618,249000.0,60,92.0,3.0,2.0,1150.0,Mobile/manufactured home,2017.0,Active
3901 lake rd #235,West sacramento,Yolo-County,Ca,95691,109988.0,19,73.0,3.0,2.0,1200.0,Mobile/manufactured home,1974.0,Active
739 a st,Davis,Yolo-County,Ca,95616,1499000.0,77,97.0,4.0,2.0,1860.0,Single family residential,1948.0,Active
1265 roberts dr,Woodland,Yolo-County,Ca,95776,547758.0,25,34.0,3.0,2.0,1587.0,Single family residential,2023.0,Active
1728 henigan dr,Woodland,Yolo-County,Ca,95776,590222.0,25,34.0,4.0,2.0,1951.0,Single family residential,2023.0,Active
44428 s el macero dr,El macero,Yolo-County,Ca,95618,1529000.0,4,67.0,5.0,3.0,3376.0,Single family residential,1978.0,Active
32620 county road 13,Zamora,Yolo-County,Ca,95698,2750000.0,0,27.0,4.0,2.0,3534.0,Single family residential,1975.0,Active
201 full cir,Davis,Yolo-County,Ca,95618,225000.0,52,91.0,2.0,1.0,840.0,Mobile/manufactured home,1990.0,Active
24321 county road 23,Esparto,Yolo-County,Ca,95627,1999000.0,0,42.0,4.0,3.0,2969.0,Single family residential,2004.0,Active
73 broken cir,Davis,Yolo-County,Ca,95618,199000.0,54,90.0,2.0,1.0,804.0,Mobile/manufactured home,1971.0,Active
17809 county road 85c,Esparto,Yolo-County,Ca,95627,1399000.0,3,29.0,4.0,3.0,3200.0,Single family residential,2001.0,Active
711 walnut st,West sacramento,Yolo-County,Ca,95691,319000.0,63,62.0,1.0,1.0,496.0,Single family residential,1949.0,Active
2008 michigan blvd,West sacramento,Yolo-County,Ca,95691,359000.0,60,60.0,2.0,1.0,765.0,Single family residential,1952.0,Active
1725 evergreen ct,Davis,Yolo-County,Ca,95618,1080000.0,59,87.0,4.0,2.0,2196.0,Single family residential,1998.0,Active
1901 earl ct,Woodland,Yolo-County,Ca,95776,639900.0,4,25.0,4.0,3.0,2246.0,Single family residential,2017.0,Active
1607 tamarack ln,Davis,Yolo-County,Ca,95616,1350000.0,57,96.0,4.0,3.5,2967.0,Single family residential,1967.0,Active
13720 state highway 113,Woodland,Yolo-County,Ca,95776,1099000.0,0,27.0,3.0,2.0,2156.0,Single family residential,1948.0,Active
2674 elderberry st,West sacramento,Yolo-County,Ca,95691,787690.0,4,60.0,4.0,3.0,2869.0,Single family residential,2023.0,Active
2680 elderberry st,West sacramento,Yolo-County,Ca,95691,837345.0,4,60.0,4.0,3.5,3123.0,Single family residential,2023.0,Active
2686 elderberry st,West sacramento,Yolo-County,Ca,95691,756285.0,4,60.0,5.0,3.0,2770.0,Single family residential,2023.0,Active
11776 washington ave,Courtland,Yolo-County,Ca,95615,385000.0,27,32.0,2.0,1.0,660.0,Single family residential,1920.0,Active
1320 colette way,Woodland,Yolo-County,Ca,95776,410000.0,57,66.0,3.0,1.0,1008.0,Single family residential,1960.0,Active
3440 coyote rd,West sacramento,Yolo-County,Ca,95691,949999.0,5,41.0,5.0,3.5,3953.0,Single family residential,2005.0,Active
44312 s el macero dr,El macero,Yolo-County,Ca,95618,1385000.0,8,69.0,4.0,3.0,2886.0,Single family residential,1979.0,Active
852 bryte ave,West sacramento,Yolo-County,Ca,95605,329999.0,57,57.0,2.0,1.0,684.0,Single family residential,1938.0,Active
3163 grizzly bay rd,West sacramento,Yolo-County,Ca,95691,620000.0,15,57.0,4.0,3.0,2330.0,Single family residential,2002.0,Active
1547 mcclure st,Woodland,Yolo-County,Ca,95776,672629.0,25,34.0,3.0,3.0,2134.0,Single family residential,2023.0,Active
1550 mcclure st,Woodland,Yolo-County,Ca,95776,712990.0,25,34.0,5.0,3.0,2620.0,Single family residential,2023.0,Active
1543 mcclure st,Woodland,Yolo-County,Ca,95776,749143.0,25,34.0,4.0,3.5,2786.0,Single family residential,2023.0,Active
626 lost river ln,West sacramento,Yolo-County,Ca,95605,580240.0,34,64.0,4.0,3.0,2146.0,Single family residential,2023.0,Price change
2262 coffeeberry rd,West sacramento,Yolo-County,Ca,95691,472000.0,63,75.0,3.0,2.5,1542.0,Single family residential,2006.0,Active
115 clanton ave,Woodland,Yolo-County,Ca,95695,610000.0,61,70.0,3.0,2.5,2286.0,Single family residential,1949.0,Active
386 bright day dr,Woodland,Yolo-County,Ca,95695,465000.0,33,52.0,3.0,2.0,1185.0,Single family residential,1995.0,Active
132 oak ave,Woodland,Yolo-County,Ca,95695,429000.0,77,78.0,3.0,2.0,1156.0,Single family residential,1933.0,Active
6910 arabella way,Sacramento,Yolo-County,Ca,95831,519000.0,14,45.0,4.0,2.5,1955.0,Single family residential,1984.0,Active
2048 fowler way,Woodland,Yolo-County,Ca,95776,787435.0,10,27.0,4.0,3.5,3167.0,Single family residential,2022.0,Active
2036 smith dr,Woodland,Yolo-County,Ca,95776,713584.0,4,26.0,3.0,2.0,2010.0,Single family residential,2022.0,Active
1958 hawkins ct,Woodland,Yolo-County,Ca,95776,525000.0,44,63.0,3.0,2.5,1796.0,Single family residential,2008.0,Active
7 leisureville,Woodland,Yolo-County,Ca,95695,169900.0,60,79.0,2.0,2.0,960.0,Mobile/manufactured home,1979.0,Active
2664 ortiz ave,Woodland,Yolo-County,Ca,95776,499000.0,6,26.0,3.0,2.0,1204.0,Single family residential,2008.0,Active
1050 west capitol ave #162,West sacramento,Yolo-County,Ca,95691,110000.0,68,77.0,2.0,2.0,1440.0,Mobile/manufactured home,1973.0,Active
983 anderson cir,Woodland,Yolo-County,Ca,95776,545000.0,62,44.0,4.0,2.5,1902.0,Single family residential,1997.0,Active
1387 colette way,Woodland,Yolo-County,Ca,95776,465000.0,55,65.0,4.0,2.0,1659.0,Single family residential,1976.0,Active
1141 rubio way,Winters,Yolo-County,Ca,95694,691531.0,4,35.0,4.0,3.0,2320.0,Single family residential,2022.0,Active
1139 rubio way,Winters,Yolo-County,Ca,95694,703864.0,4,35.0,4.0,3.0,2541.0,Single family residential,2022.0,Active
1143 rubio way,Winters,Yolo-County,Ca,95694,728829.0,4,35.0,4.0,3.0,2771.0,Single family residential,2022.0,Active
1154 ramos dr,Winters,Yolo-County,Ca,95694,735114.0,4,35.0,4.0,3.0,2771.0,Single family residential,2022.0,Active
7714 eucalyptus rd,Zamora,Yolo-County,Ca,95698,1075000.0,0,36.0,4.0,2.0,1800.0,Single family residential,1997.0,Active
622 lost river ln,West sacramento,Yolo-County,Ca,95605,543075.0,34,64.0,3.0,2.5,1910.0,Single family residential,2022.0,Price change
614 lost river ln,West sacramento,Yolo-County,Ca,95605,558710.0,34,64.0,3.0,2.5,1910.0,Single family residential,2022.0,Price change
615 lost river ln,West sacramento,Yolo-County,Ca,95605,561795.0,34,64.0,3.0,2.5,1910.0,Single family residential,2022.0,Price change
619 lost river ln,West sacramento,Yolo-County,Ca,95605,592477.0,34,64.0,4.0,3.0,2146.0,Single family residential,2022.0,Price change
1142 ramos dr,Winters,Yolo-County,Ca,95694,642000.0,4,35.0,4.0,2.0,1910.0,Single family residential,2022.0,Active
1713 harry lorenzo ave,Woodland,Yolo-County,Ca,95776,623527.0,3,26.0,3.0,2.0,2010.0,Single family residential,2022.0,Active
3344 via verde ter,Davis,Yolo-County,Ca,95618,740000.0,43,90.0,3.0,2.5,1584.0,Single family residential,1999.0,Active
800 n hobson ave,West sacramento,Yolo-County,Ca,95605,499999.0,45,50.0,4.0,2.0,1570.0,Single family residential,1917.0,Active
34186 county road 25,Woodland,Yolo-County,Ca,95695,1495000.0,0,25.0,3.0,2.5,2600.0,Single family residential,1979.0,Active
2000 fowler way,Woodland,Yolo-County,Ca,95776,758256.0,5,27.0,4.0,3.5,3167.0,Single family residential,2022.0,Active
2004 fowler way,Woodland,Yolo-County,Ca,95776,682669.0,5,27.0,3.0,2.0,2010.0,Single family residential,2022.0,Active
419 russell st,Winters,Yolo-County,Ca,95694,460000.0,63,57.0,3.0,2.0,1585.0,Single family residential,1954.0,Active
612 diamond valley rd,West sacramento,Yolo-County,Ca,95605,669515.0,34,64.0,5.0,3.0,2375.0,Single family residential,2022.0,Price change
20218 county road 79,Capay,Yolo-County,Ca,95607,1250000.0,0,49.0,4.0,2.5,2493.0,Single family residential,2011.0,Active
4360 state highway 16,Guinda,Yolo-County,Ca,95637,775000.0,0,44.0,4.0,2.0,2000.0,Single family residential,1929.0,Active
504 hudson ct,Davis,Yolo-County,Ca,95616,549900.0,38,91.0,3.0,1.0,1014.0,Single family residential,1983.0,Active
3489 kauai rd,West sacramento,Yolo-County,Ca,95691,550000.0,19,52.0,3.0,2.0,1362.0,Single family residential,2001.0,Active
1146 ramos dr,Winters,Yolo-County,Ca,95694,725970.0,4,35.0,4.0,3.0,2771.0,Single family residential,2022.0,Active
1469 garden hwy,Sacramento,Yolo-County,Ca,95833,1693000.0,36,54.0,3.0,2.5,2350.0,Condo,2023.0,Active
618 diamond valley rd,West sacramento,Yolo-County,Ca,95605,631820.0,34,64.0,4.0,3.0,2091.0,Single family residential,2022.0,Active
1465 garden hwy,Sacramento,Yolo-County,Ca,95833,1708000.0,36,54.0,3.0,2.5,2226.0,Condo,2023.0,Active
